record_id,citation_key,record_type,title,title_variants,authors,author_variants,year,year_variants,publication_title,publication_title_variants,volume,issue,pages,publisher,issn,isbn,doi,arxiv_id,arxiv_version,abstract,keywords,categories,url,pdf_url,published_date,updated_date,journal_reference,sources,source_record_count,source_record_ids,source_urls,deduplication_methods
P01533,paper_a6d385fda094b7d8,misc,Scam2Prompt: A Scalable Framework for Auditing Malicious Scam Endpoints in Production LLMs,Scam2Prompt: A Scalable Framework for Auditing Malicious Scam Endpoints in Production LLMs,Zhiyang Chen; Tara Saba; Xun Deng; Xujie Si; Fan Long,Zhiyang Chen; Tara Saba; Xun Deng; Xujie Si; Fan Long,2025,2025,,,,,,,,,,2509.02372,v3,"Large Language Models have become critical to modern software development, but their reliance on uncurated web-scale datasets for training introduces a significant security risk: the absorption and reproduction of malicious content. This risk materialized in November 2024, when a user suffered a 2,500 USD financial loss after executing code generated by ChatGPT that contained a live scam phishing URL. To systematically evaluate this risk, we introduce Scam2Prompt, a scalable automated auditing framework that identifies the underlying intent of a scam site and then synthesizes developer-style prompts that mirror this intent, allowing us to test whether an LLM will generate malicious code in response to these prompts. In a large-scale study of four production LLMs (GPT-4o, GPT-4o-mini, Llama-4-Scout, and DeepSeek-V3), we found that Scam2Prompt's developer-style prompts triggered malicious URL generation in 4.24\% of cases. To test the persistence of this security risk, we constructed Innoc2Scam-bench, a benchmark of 1,377 prompts that consistently elicited malicious code from all four initial LLMs. When applied to seven additional production LLMs released in 2025, we found the vulnerability is not only present but severe, with malicious code generation rates ranging from 12.9\% to 47.3\%. Furthermore, existing safety measures like state-of-the-art guardrails or RAG-based agents proved insufficient to prevent this behavior.",,cs.CR; cs.AI; cs.SE,http://arxiv.org/abs/2509.02372v3,https://arxiv.org/pdf/2509.02372v3,2025-09-02T14:39:25Z,2026-05-08T22:08:41Z,,arXiv,1,arXiv:2509.02372v3,http://arxiv.org/abs/2509.02372v3 | https://arxiv.org/pdf/2509.02372v3,
P01534,paper_49b425eb99ee252f,misc,IndusGCC: A Data Benchmark and Evaluation Framework for GUI-Based General Computer Control in Industrial Automation,IndusGCC: A Data Benchmark and Evaluation Framework for GUI-Based General Computer Control in Industrial Automation,Xiaoran Yang; Yuyang Du; Kexin Chen; Soung Chang Liew; Jiamin Lu; Ziyu Guo; Xiaoyan Liu; Qun Yang; Shiqi Xu; Xingyu Fan; Yuchen Pan; Taoyong Cui; Hongyu Deng; Boris Dudder; Jianzhang Pan; Qun Fang; Pheng Ann Heng,Xiaoran Yang; Yuyang Du; Kexin Chen; Soung Chang Liew; Jiamin Lu; Ziyu Guo; Xiaoyan Liu; Qun Yang; Shiqi Xu; Xingyu Fan; Yuchen Pan; Taoyong Cui; Hongyu Deng; Boris Dudder; Jianzhang Pan; Qun Fang; Pheng Ann Heng,2025,2025,,,,,,,,,,2509.01199,v1,"As Industry 4.0 progresses, flexible manufacturing has become a cornerstone of modern industrial systems, with equipment automation playing a pivotal role. However, existing control software for industrial equipment, typically reliant on graphical user interfaces (GUIs) that require human interactions such as mouse clicks or screen touches, poses significant barriers to the adoption of code-based equipment automation. Recently, Large Language Model-based General Computer Control (LLM-GCC) has emerged as a promising approach to automate GUI-based operations. However, industrial settings pose unique challenges, including visually diverse, domain-specific interfaces and mission-critical tasks demanding high precision. This paper introduces IndusGCC, the first dataset and benchmark tailored to LLM-GCC in industrial environments, encompassing 448 real-world tasks across seven domains, from robotic arm control to production line configuration. IndusGCC features multimodal human interaction data with the equipment software, providing robust supervision for GUI-level code generation. Additionally, we propose a novel evaluation framework with functional and structural metrics to assess LLM-generated control scripts. Experimental results on mainstream LLMs demonstrate both the potential of LLM-GCC and the challenges it faces, establishing a strong foundation for future research toward fully automated factories. Our data and code are publicly available at: \href{https://github.com/Golden-Arc/IndustrialLLM}{https://github.com/Golden-Arc/IndustrialLLM.",,eess.SY,http://arxiv.org/abs/2509.01199v1,https://arxiv.org/pdf/2509.01199v1,2025-09-01T07:34:39Z,2025-09-01T07:34:39Z,,arXiv,1,arXiv:2509.01199v1,http://arxiv.org/abs/2509.01199v1 | https://arxiv.org/pdf/2509.01199v1,
P01535,paper_98b4aa7dd6846715,misc,RepoMark: A Data-Usage Auditing Framework for Code Large Language Models,RepoMark: A Data-Usage Auditing Framework for Code Large Language Models,Wenjie Qu; Yuguang Zhou; Bo Wang; Yuexin Li; Lionel Z. Wang; Jinyuan Jia; Jiaheng Zhang,Wenjie Qu; Yuguang Zhou; Bo Wang; Yuexin Li; Lionel Z. Wang; Jinyuan Jia; Jiaheng Zhang,2025,2025,,,,,,,,,,2508.21432,v3,"The rapid development of Large Language Models (LLMs) for code generation has transformed software development by automating coding tasks with unprecedented efficiency. However, the training of these models on open-source code repositories (e.g., from GitHub) raises critical ethical and legal concerns, particularly regarding data authorization and open-source license compliance. Developers are increasingly questioning whether model trainers have obtained proper authorization before using repositories for training, especially given the lack of transparency in data collection. To address these concerns, we propose a novel data marking framework RepoMark to audit the data usage of code LLMs. Our method enables auditors to verify whether their code has been used in training, while ensuring semantic preservation, imperceptibility, and theoretical false detection rate (FDR) guarantees. By generating multiple semantically equivalent code variants, RepoMark introduces data marks into the code files, and during detection, RepoMark leverages a novel ranking-based hypothesis test to detect model behavior difference on trained data. Compared to prior data auditing approaches, RepoMark significantly enhances data efficiency, allowing effective auditing even when the user's repository possesses only a small number of code files. Experiments demonstrate that RepoMark achieves a detection success rate over 90\% on small code repositories under a strict FDR guarantee of 5\%. This represents a significant advancement over existing data marking techniques, all of which only achieve accuracy below 55\% under identical settings. This further validates RepoMark as a robust, theoretically sound, and promising solution for enhancing transparency in code LLM training, which can safeguard the rights of code authors.",,cs.CR; cs.SE,http://arxiv.org/abs/2508.21432v3,https://arxiv.org/pdf/2508.21432v3,2025-08-29T09:01:34Z,2025-11-03T02:58:46Z,,arXiv,1,arXiv:2508.21432v3,http://arxiv.org/abs/2508.21432v3 | https://arxiv.org/pdf/2508.21432v3,
P01536,paper_e375df420795f949,misc,CASP: An evaluation dataset for formal verification of C code,CASP: An evaluation dataset for formal verification of C code,Niclas Hertzberg; Merlijn Sevenhuijsen; Liv Kåreborn; Anna Lokrantz,Niclas Hertzberg; Merlijn Sevenhuijsen; Liv Kåreborn; Anna Lokrantz,2025,2025,,,,,,,,,,2508.18798,v1,"Recent developments in Large Language Models (LLMs) have shown promise in automating code generation, yet the generated programs lack rigorous correctness guarantees. Formal verification can address this shortcoming, but requires expertise and is time-consuming to apply. Currently, there is no dataset of verified C code paired with formal specifications that enables systematic benchmarking in this space. To fill this gap, we present a curated evaluation dataset of C code paired with formal specifications written in ANSI/ISO C Specification Language (ACSL). We develop a multi-stage filtering process to carefully extract 506 pairs of C code and formal specifications from The Stack 1 and The Stack 2. We first identify C files annotated with formal languages. Then, we ensure that the annotated C files formally verify, and employ LLMs to improve non-verifying files. Furthermore, we post-process the remaining files into pairs of C code and ACSL specifications, where each specification-implementation pair is formally verified using Frama-C. To ensure the quality of the pairs, a manual inspection is conducted to confirm the correctness of every pair. The resulting dataset of C-ACSL specification pairs (CASP) provides a foundation for benchmarking and further research on integrating automated code generation with verified correctness.",,cs.FL,http://arxiv.org/abs/2508.18798v1,https://arxiv.org/pdf/2508.18798v1,2025-08-26T08:30:34Z,2025-08-26T08:30:34Z,,arXiv,1,arXiv:2508.18798v1,http://arxiv.org/abs/2508.18798v1 | https://arxiv.org/pdf/2508.18798v1,
P01537,paper_d3923ea835bc6f98,misc,WebMMU: A Benchmark for Multimodal Multilingual Website Understanding and Code Generation,WebMMU: A Benchmark for Multimodal Multilingual Website Understanding and Code Generation,Rabiul Awal; Mahsa Massoud; Aarash Feizi; Zichao Li; Suyuchen Wang; Christopher Pal; Aishwarya Agrawal; David Vazquez; Siva Reddy; Juan A. Rodriguez; Perouz Taslakian; Spandana Gella; Sai Rajeswar,Rabiul Awal; Mahsa Massoud; Aarash Feizi; Zichao Li; Suyuchen Wang; Christopher Pal; Aishwarya Agrawal; David Vazquez; Siva Reddy; Juan A. Rodriguez; Perouz Taslakian; Spandana Gella; Sai Rajeswar,2025,2025,,,,,,,,,,2508.16763,v1,"We present WebMMU, a multilingual benchmark that evaluates three core web tasks: (1) website visual question answering, (2) code editing involving HTML/CSS/JavaScript, and (3) mockup-to-code generation. Unlike prior benchmarks that treat these tasks separately, WebMMU unifies them using expert-annotated, real-world web data to assess models' abilities in complex multi-step reasoning, precise element grounding, and functional UI comprehension and coding. Our evaluation shows that while multimodal large language models (MLLMs) perform well on basic information extraction, they struggle with reasoning and grounding, editing code to preserve functionality, and generating design-to-code that maintains hierarchy and supports multilingual content. These findings reveal key limitations in current MLLMs and underscore the need for improved multimodal and cross-lingual reasoning to build future web agents capable of automating diverse web development tasks.",,cs.CV,http://arxiv.org/abs/2508.16763v1,https://arxiv.org/pdf/2508.16763v1,2025-08-22T19:41:02Z,2025-08-22T19:41:02Z,,arXiv,1,arXiv:2508.16763v1,http://arxiv.org/abs/2508.16763v1 | https://arxiv.org/pdf/2508.16763v1,
P01538,paper_cdd720a059e54bf4,misc,Can LLMs Find Bugs in Code? An Evaluation from Beginner Errors to Security Vulnerabilities in Python and C++,Can LLMs Find Bugs in Code? An Evaluation from Beginner Errors to Security Vulnerabilities in Python and C++,Akshay Mhatre; Noujoud Nader; Patrick Diehl; Deepti Gupta,Akshay Mhatre; Noujoud Nader; Patrick Diehl; Deepti Gupta,2025,2025,,,,,,,,,10.1109/southeastcon63549.2026.11476483,2508.16419,v2,"Large Language Models (LLMs) such as ChatGPT-4, Claude 3, and LLaMA 4 are increasingly embedded in software/application development, supporting tasks from code generation to debugging. Yet, their real-world effectiveness in detecting diverse software bugs, particularly complex, security-relevant vulnerabilities, remains underexplored. This study presents a systematic, empirical evaluation of these three leading LLMs using a benchmark of foundational programming errors, classic security flaws, and advanced, production-grade bugs in C++ and Python. The dataset integrates real code from SEED Labs, OpenSSL (via the Suresoft GLaDOS database), and PyBugHive, validated through local compilation and testing pipelines. A novel multi-stage, context-aware prompting protocol simulates realistic debugging scenarios, while a graded rubric measures detection accuracy, reasoning depth, and remediation quality. Our results show that all models excel at identifying syntactic and semantic issues in well-scoped code, making them promising for educational use and as first-pass reviewers in automated code auditing. Performance diminishes in scenarios involving complex security vulnerabilities and large-scale production code, with ChatGPT-4 and Claude 3 generally providing more nuanced contextual analyses than LLaMA 4. This highlights both the promise and the present constraints of LLMs in serving as reliable code analysis tools.",,cs.SE; cs.LG,https://doi.org/10.1109/southeastcon63549.2026.11476483,https://arxiv.org/pdf/2508.16419v2,2025-08-22T14:30:24Z,2026-02-09T20:29:28Z,,arXiv,1,arXiv:2508.16419v2,http://arxiv.org/abs/2508.16419v2 | https://arxiv.org/pdf/2508.16419v2,
P01539,paper_286d66c35cb1f172,misc,ParamBench: A Graduate-Level Benchmark for Evaluating LLM Understanding on Indic Subjects,ParamBench: A Graduate-Level Benchmark for Evaluating LLM Understanding on Indic Subjects,Ayush Maheshwari; Kaushal Sharma; Vivek Patel; Aditya Maheshwari,Ayush Maheshwari; Kaushal Sharma; Vivek Patel; Aditya Maheshwari,2025,2025,,,,,,,,,,2508.16185,v2,"Large language models have been widely evaluated on tasks such as comprehension, summarization, code generation, etc. However, their performance on graduate-level, culturally grounded questions in the Indian context remains largely unexplored. Existing Indian benchmarks emphasise basic fact-orientated queries that offer limited assessment of a deeper disciplinary understanding tailored to the Indian setting. In this paper, we present ParamBench, consisting of more than 17K questions in the Hindi language, comprising questionnaires from 21 diverse subjects. These questions are primarily derived from a nationwide graduate-level entrance examination covering topics such as history, music, instruments, yoga, literature, philosophy, law, etc.~ specifically for the Indian context. Additionally, we assess the ability of LLMs to handle diverse question formats - such as list-based matching, assertion-reason pairs, and sequence ordering - alongside conventional multiple-choice questions. We evaluated the performance of more than 16 open source LLMs on this benchmark, observing that Gemma3-27B attains the highest overall accuracy of 56.4\%. Furthermore, subject-wise analysis indicates that even for the best-performing LLMs, performance remains weak on topics such as music, classical instruments, and law, underscoring persistent challenges in culturally grounded reasoning. The dataset and source code is present at https://github.com/ayushbits/ParamBench.",,cs.CL,http://arxiv.org/abs/2508.16185v2,https://arxiv.org/pdf/2508.16185v2,2025-08-22T07:59:37Z,2025-10-08T17:29:07Z,,arXiv,1,arXiv:2508.16185v2,http://arxiv.org/abs/2508.16185v2 | https://arxiv.org/pdf/2508.16185v2,
P01540,paper_77fe5d4174c395fb,misc,The Fools are Certain; the Wise are Doubtful: Exploring LLM Confidence in Code Completion,The Fools are Certain; the Wise are Doubtful: Exploring LLM Confidence in Code Completion,Zoe Kotti; Konstantina Dritsa; Diomidis Spinellis; Panos Louridas,Zoe Kotti; Konstantina Dritsa; Diomidis Spinellis; Panos Louridas,2025,2025,,,,,,,,,,2508.16131,v2,"Code completion entails the task of providing missing tokens given a surrounding context. It can boost developer productivity while providing a powerful code discovery tool. Following the Large Language Model (LLM) wave, code completion has been approached with diverse LLMs fine-tuned on code (code LLMs). The performance of code LLMs can be assessed with downstream and intrinsic metrics. Downstream metrics are usually employed to evaluate the practical utility of a model, but can be unreliable and require complex calculations and domain-specific knowledge. In contrast, intrinsic metrics such as perplexity, entropy, and mutual information, which measure model confidence or uncertainty, are simple, versatile, and universal across LLMs and tasks, and can serve as proxies for functional correctness and hallucination risk in LLM-generated code. Motivated by this, we evaluate the confidence of LLMs when generating code by measuring code perplexity across programming languages, models, and datasets using various LLMs, and a sample of 2254 files from 881 GitHub projects. We find that strongly-typed languages exhibit lower perplexity than dynamically typed languages. Scripting languages also demonstrate higher perplexity. Shell appears universally high in perplexity, whereas Java appears low. Code perplexity depends on the employed LLM; under a fixed model, relative language-level rankings are moderately stable across evaluation corpora. Although code comments often increase perplexity, the language ranking based on perplexity is barely affected by their presence. LLM researchers, developers, and users can employ our findings to assess the benefits and suitability of LLM-based code completion in specific software projects based on how language, model choice, and code characteristics impact model confidence.",,cs.SE; cs.AI,http://arxiv.org/abs/2508.16131v2,https://arxiv.org/pdf/2508.16131v2,2025-08-22T06:51:13Z,2026-04-28T19:54:19Z,,arXiv,1,arXiv:2508.16131v2,http://arxiv.org/abs/2508.16131v2 | https://arxiv.org/pdf/2508.16131v2,
P01541,paper_d7433f381ff527e2,misc,MeshCoder: LLM-Powered Structured Mesh Code Generation from Point Clouds,MeshCoder: LLM-Powered Structured Mesh Code Generation from Point Clouds,Bingquan Dai; Li Ray Luo; Qihong Tang; Jie Wang; Xinyu Lian; Hao Xu; Minghan Qin; Xudong Xu; Bo Dai; Haoqian Wang; Zhaoyang Lyu; Jiangmiao Pang,Bingquan Dai; Li Ray Luo; Qihong Tang; Jie Wang; Xinyu Lian; Hao Xu; Minghan Qin; Xudong Xu; Bo Dai; Haoqian Wang; Zhaoyang Lyu; Jiangmiao Pang,2025,2025,,,,,,,,,,2508.14879,v2,"Reconstructing 3D objects into editable programs is pivotal for applications like reverse engineering and shape editing. However, existing methods often rely on limited domain-specific languages (DSLs) and small-scale datasets, restricting their ability to model complex geometries and structures. To address these challenges, we introduce MeshCoder, a novel framework that reconstructs complex 3D objects from point clouds into editable Blender Python scripts. We develop a comprehensive set of expressive Blender Python APIs capable of synthesizing intricate geometries. Leveraging these APIs, we construct a large-scale paired object-code dataset, where the code for each object is decomposed into distinct semantic parts. Subsequently, we train a multimodal large language model (LLM) that translates 3D point cloud into executable Blender Python scripts. Our approach not only achieves superior performance in shape-to-code reconstruction tasks but also facilitates intuitive geometric and topological editing through convenient code modifications. Furthermore, our code-based representation enhances the reasoning capabilities of LLMs in 3D shape understanding tasks. Together, these contributions establish MeshCoder as a powerful and flexible solution for programmatic 3D shape reconstruction and understanding. The project homepage is available at \href{https://daibingquan.github.io/MeshCoder}{this link}.",,cs.GR; cs.CV,http://arxiv.org/abs/2508.14879v2,https://arxiv.org/pdf/2508.14879v2,2025-08-20T17:50:15Z,2025-08-22T16:12:04Z,,arXiv,1,arXiv:2508.14879v2,http://arxiv.org/abs/2508.14879v2 | https://arxiv.org/pdf/2508.14879v2,
P01542,paper_9fc14fcf61c1bb4d,misc,Beyond Pass@1: Self-Play with Variational Problem Synthesis Sustains RLVR,Beyond Pass@1: Self-Play with Variational Problem Synthesis Sustains RLVR,Xiao Liang; Zhongzhi Li; Yeyun Gong; Yelong Shen; Ying Nian Wu; Zhijiang Guo; Weizhu Chen,Xiao Liang; Zhongzhi Li; Yeyun Gong; Yelong Shen; Ying Nian Wu; Zhijiang Guo; Weizhu Chen,2025,2025,,,,,,,,,,2508.14029,v4,"Reinforcement Learning with Verifiable Rewards (RLVR) has recently emerged as a key paradigm for post-training Large Language Models (LLMs), particularly for complex reasoning tasks. However, vanilla RLVR training has been shown to improve Pass@1 performance at the expense of policy entropy, leading to reduced generation diversity and limiting the Pass@k performance, which typically represents the upper bound of LLM reasoning capability. In this paper, we systematically analyze the policy's generation diversity from the perspective of training problems and find that augmenting and updating training problems helps mitigate entropy collapse during training. Based on these observations, we propose an online Self-play with Variational problem Synthesis (SvS) strategy for RLVR training, which uses the policy's correct solutions to synthesize variational problems while ensuring their reference answers remain identical to the originals. This self-improving strategy effectively maintains policy entropy during training and substantially improves Pass@k compared with standard RLVR, sustaining prolonged improvements and achieving absolute gains of 18.3% and 22.8% in Pass@32 performance on the competition-level AIME24 and AIME25 benchmarks, as well as on code generation tasks. Experiments on 12 reasoning benchmarks across varying model sizes from 3B to 32B consistently demonstrate the generalizability and robustness of SvS.",,cs.CL,http://arxiv.org/abs/2508.14029v4,https://arxiv.org/pdf/2508.14029v4,2025-08-19T17:42:45Z,2025-12-13T21:58:44Z,,arXiv,1,arXiv:2508.14029v4,http://arxiv.org/abs/2508.14029v4 | https://arxiv.org/pdf/2508.14029v4,
P01543,paper_f708210e7b16fcac,misc,SecFSM: Knowledge Graph-Guided Verilog Code Generation for Secure Finite State Machines in Systems-on-Chip,SecFSM: Knowledge Graph-Guided Verilog Code Generation for Secure Finite State Machines in Systems-on-Chip,Ziteng Hu; Yingjie Xia; Xiyuan Chen; Li Kuang,Ziteng Hu; Yingjie Xia; Xiyuan Chen; Li Kuang,2025,2025,,,,,,,,,,2508.12910,v2,"Finite State Machines (FSMs) play a critical role in implementing control logic for Systems-on-Chip (SoC). Traditionally, FSMs are implemented by hardware engineers through Verilog coding, which is often tedious and time-consuming. Recently, with the remarkable progress of Large Language Models (LLMs) in code generation, LLMs have been increasingly explored for automating Verilog code generation. However, LLM-generated Verilog code often suffers from security vulnerabilities, which is particularly concerning for security-sensitive FSM implementations. To address this issue, we propose SecFSM, a novel method that leverages a security-oriented knowledge graph to guide LLMs in generating more secure Verilog code. Specifically, we first construct a FSM Security Knowledge Graph (FSKG) as an external aid to LLMs. Subsequently, we analyze users' requirements to identify vulnerabilities and get a list of vulnerabilities in the requirements. Then, we retrieve knowledge from FSKG based on the vulnerabilities list. Finally, we construct security prompts based on the security knowledge for Verilog code generation. To evaluate SecFSM, we build a dedicated dataset collected from academic datasets, artificial datasets, papers, and industrial cases. Extensive experiments demonstrate that SecFSM outperforms state-of-the-art baselines. In particular, on a benchmark of 25 security test cases evaluated by DeepSeek-R1, SecFSM achieves an outstanding pass rate of 21/25.",,cs.CR; cs.AI; cs.AR,http://arxiv.org/abs/2508.12910v2,https://arxiv.org/pdf/2508.12910v2,2025-08-18T13:18:53Z,2025-08-21T16:33:03Z,,arXiv,1,arXiv:2508.12910v2,http://arxiv.org/abs/2508.12910v2 | https://arxiv.org/pdf/2508.12910v2,
P01544,paper_8789f75e20c70fdb,misc,Consiglieres in the Shadow: Understanding the Use of Uncensored Large Language Models in Cybercrimes,Consiglieres in the Shadow: Understanding the Use of Uncensored Large Language Models in Cybercrimes,Zilong Lin; Zichuan Li; Xiaojing Liao; XiaoFeng Wang,Zilong Lin; Zichuan Li; Xiaojing Liao; XiaoFeng Wang,2025,2025,,,,,,,,,,2508.12622,v1,"The advancement of AI technologies, particularly Large Language Models (LLMs), has transformed computing while introducing new security and privacy risks. Prior research shows that cybercriminals are increasingly leveraging uncensored LLMs (ULLMs) as backends for malicious services. Understanding these ULLMs has been hindered by the challenge of identifying them among the vast number of open-source LLMs hosted on platforms like Hugging Face. In this paper, we present the first systematic study of ULLMs, overcoming this challenge by modeling relationships among open-source LLMs and between them and related data, such as fine-tuning, merging, compressing models, and using or generating datasets with harmful content. Representing these connections as a knowledge graph, we applied graph-based deep learning to discover over 11,000 ULLMs from a small set of labeled examples and uncensored datasets. A closer analysis of these ULLMs reveals their alarming scale and usage. Some have been downloaded over a million times, with one over 19 million installs. These models -- created through fine-tuning, merging, or compression of other models -- are capable of generating harmful content, including hate speech, violence, erotic material, and malicious code. Evidence shows their integration into hundreds of malicious applications offering services like erotic role-play, child pornography, malicious code generation, and more. In addition, underground forums reveal criminals sharing techniques and scripts to build cheap alternatives to commercial malicious LLMs. These findings highlight the widespread abuse of LLM technology and the urgent need for effective countermeasures against this growing threat.",,cs.CR,http://arxiv.org/abs/2508.12622v1,https://arxiv.org/pdf/2508.12622v1,2025-08-18T04:35:26Z,2025-08-18T04:35:26Z,,arXiv,1,arXiv:2508.12622v1,http://arxiv.org/abs/2508.12622v1 | https://arxiv.org/pdf/2508.12622v1,
P01545,paper_8a8253dd0d511e59,misc,Help or Hurdle? Rethinking Model Context Protocol-Augmented Large Language Models,Help or Hurdle? Rethinking Model Context Protocol-Augmented Large Language Models,Wei Song; Haonan Zhong; Ziqi Ding; Jingling Xue; Yuekang Li,Wei Song; Haonan Zhong; Ziqi Ding; Jingling Xue; Yuekang Li,2025,2025,,,,,,,,,,2508.12566,v1,"The Model Context Protocol (MCP) enables large language models (LLMs) to access external resources on demand. While commonly assumed to enhance performance, how LLMs actually leverage this capability remains poorly understood. We introduce MCPGAUGE, the first comprehensive evaluation framework for probing LLM-MCP interactions along four key dimensions: proactivity (self-initiated tool use), compliance (adherence to tool-use instructions), effectiveness (task performance post-integration), and overhead (computational cost incurred). MCPGAUGE comprises a 160-prompt suite and 25 datasets spanning knowledge comprehension, general reasoning, and code generation. Our large-scale evaluation, spanning six commercial LLMs, 30 MCP tool suites, and both one- and two-turn interaction settings, comprises around 20,000 API calls and over USD 6,000 in computational cost. This comprehensive study reveals four key findings that challenge prevailing assumptions about the effectiveness of MCP integration. These insights highlight critical limitations in current AI-tool integration and position MCPGAUGE as a principled benchmark for advancing controllable, tool-augmented LLMs.",,cs.AI,http://arxiv.org/abs/2508.12566v1,https://arxiv.org/pdf/2508.12566v1,2025-08-18T02:06:05Z,2025-08-18T02:06:05Z,,arXiv,1,arXiv:2508.12566v1,http://arxiv.org/abs/2508.12566v1 | https://arxiv.org/pdf/2508.12566v1,
P01546,paper_5216f6506bc1488b,misc,"Clean Code, Better Models: Enhancing LLM Performance with Smell-Cleaned Dataset","Clean Code, Better Models: Enhancing LLM Performance with Smell-Cleaned Dataset",Zhipeng Xue; Xiaoting Zhang; Zhipeng Gao; Xing Hu; Shan Gao; Xin Xia; Shanping Li,Zhipeng Xue; Xiaoting Zhang; Zhipeng Gao; Xing Hu; Shan Gao; Xin Xia; Shanping Li,2025,2025,,,,,,,,,,2508.11958,v1,"The Large Language Models (LLMs) have demonstrated great potential in code-related tasks. However, most research focuses on improving the output quality of LLMs (e.g., correctness), and less attention has been paid to the LLM input (e.g., the training code quality). Given that code smells are widely existed in practice and can negatively impact software maintainability and readability, this study takes the first systematic research to assess and improve dataset quality in terms of code smells. In this work, we first conduct a preliminary study to explore the presence of code smells in a popular benchmark dataset (i.e., CodeSearchNet-Python}) and evaluate the output of several popular LLMs (i.e., DeepSeek-Coder, CodeLlama, and MagiCoder), revealing that code smell issues extensively exist in LLM's input (e.g., benchmark dataset) and output (e.g., generated code). We then conduct our systematic research by taking three main steps: Firstly, we propose an LLM-based code smell cleaning tool, named SmellCC, which automatically refactors and removes code smells. To evaluate the correctness of the code refactoring, we construct a test set of 50 repositories sourced from the CodeSearchNet-Python benchmark for functional testing. Then we apply our curated smell-cleaned dataset to fine-tune two LLMs (i.e., DeepSeek-V2 and Qwen-Coder) to explore their potential for generating high-quality code. Thirdly, we investigate the impact of code smells on two downstream tasks: code completion and code search. Lastly, we derive several actionable implications for software engineering researchers and industry practitioners from our findings.",,cs.SE,http://arxiv.org/abs/2508.11958v1,https://arxiv.org/pdf/2508.11958v1,2025-08-16T07:40:58Z,2025-08-16T07:40:58Z,,arXiv,1,arXiv:2508.11958v1,http://arxiv.org/abs/2508.11958v1 | https://arxiv.org/pdf/2508.11958v1,
P01547,paper_9e8358401c9f8cea,misc,Benchmarking LLM-based agents for single-cell omics analysis,Benchmarking LLM-based agents for single-cell omics analysis,Yang Liu; Lu Zhou; Xiawei Du; Ruikun He; Xuguang Zhang; Rongbo Shen; Yixue Li,Yang Liu; Lu Zhou; Xiawei Du; Ruikun He; Xuguang Zhang; Rongbo Shen; Yixue Li,2025,2025,,,,,,,,,10.1186/s13059-026-03998-z,2508.13201,v3,"Background: The surge in single-cell omics data exposes limitations in traditional, manually defined analysis workflows. AI agents offer a paradigm shift, enabling adaptive planning, executable code generation, traceable decisions, and real-time knowledge fusion. However, the lack of a comprehensive benchmark critically hinders progress. Results: We introduce a novel benchmarking evaluation system to rigorously assess agent capabilities in single-cell omics analysis. This system comprises: a unified platform compatible with diverse agent frameworks and LLMs; multidimensional metrics assessing cognitive program synthesis, collaboration, execution efficiency, bioinformatics knowledge integration, and task completion quality; and 50 diverse real-world single-cell omics analysis tasks spanning multi-omics, species, and sequencing technologies. Our evaluation reveals that Grok3-beta achieves state-of-the-art performance among tested agent frameworks. Multi-agent frameworks significantly enhance collaboration and execution efficiency over single-agent approaches through specialized role division. Attribution analyses of agent capabilities identify that high-quality code generation is crucial for task success, and self-reflection has the most significant overall impact, followed by retrieval-augmented generation (RAG) and planning. Conclusions: This work highlights persistent challenges in code generation, long-context handling, and context-aware knowledge retrieval, providing a critical empirical foundation and best practices for developing robust AI agents in computational biology.",,q-bio.GN; cs.AI; cs.MA,https://doi.org/10.1186/s13059-026-03998-z,https://arxiv.org/pdf/2508.13201v3,2025-08-16T04:26:18Z,2026-03-16T09:24:30Z,,arXiv,1,arXiv:2508.13201v3,http://arxiv.org/abs/2508.13201v3 | https://arxiv.org/pdf/2508.13201v3,
